tweet_id, tweet_time, tweet_author, tweet_author_id, tweet_language, tweet_lon, tweet_lat, tweet_text, tweet_url,label,location
'541595336586719232',Sun Dec 07 14:09:25 +0000 2014,staffordmeister,536393344,en,123.875815,10.303665,#WalayKlase SALAMAT LORD VALLE. I CAN STUDY MORE. HAHAHA.,https://twitter.com/staffordmeister/status/541595336586719232,Not Informative,Philippines
'541598811936665601',Sun Dec 07 14:23:13 +0000 2014,OxfaminBD,990172262,en,90.407262,23.74694,Good news from the #Philippines: The government's massive pre-emptive evacuation has saved many lives. http://t.co/SYQnsRYzup #Hagupit,https://twitter.com/OxfaminBD/status/541598811936665601,Humanitarian Aid Provided,Philippines
'541609538089418752',Sun Dec 07 15:05:51 +0000 2014,inday_joy,2371373252,en,121.074709,14.668451,#maligayangpasko #pilipinas #pagpalainkapilipinas  ...still...please #prayforthephilippines @ TriNoma http://t.co/voSdnUTC0i,https://twitter.com/inday_joy/status/541609538089418752,Not Informative,Philippines
'541613044787585024',Sun Dec 07 15:19:47 +0000 2014,JaedensDAD,56268692,en,121.036201,14.564452,#prayersForThePhilippines #ruby #hagupit #SundayMass @ctlazaro @jaedencelest @ Chapel of the SacredÛ_ http://t.co/27uOdkMpLj,https://twitter.com/JaedensDAD/status/541613044787585024,Not Informative,Philippines
'541613071547256832',Sun Dec 07 15:19:53 +0000 2014,Watersun555,361365042,en,-6.485727,53.317342,Typhoon sweeps across Philippines http://t.co/NBvrx3qZ3u,https://twitter.com/Watersun555/status/541613071547256832,Not Informative,Philippines
'541613539019210752',Sun Dec 07 15:21:45 +0000 2014,raemondluz,14338250,en,121.825753,13.379844,12/07 11:20pm - Here is an update on #RubyPH #TyphoonHagupit. Should arrive here in #Marinduque earlyÛ_ http://t.co/twQ6WitiEt,https://twitter.com/raemondluz/status/541613539019210752,Other Relevant Information,Philippines
'541614254017638400',Sun Dec 07 15:24:35 +0000 2014,gellaaTIN,1382277066,en,120.981195,14.843757,goodnyt ppl stay warm under your sheets. sweetdreams! #RubyPH,https://twitter.com/gellaaTIN/status/541614254017638400,Not Informative,Philippines
'541621729852813312',Sun Dec 07 15:54:17 +0000 2014,demiefresco,97832569,en,121.019029,14.48496,Good night sweeties! Pray and thank Him. __F_àC Be safe. #HagupitPH #RubyPH,https://twitter.com/demiefresco/status/541621729852813312,Not Informative,Philippines
'541621834353893377',Sun Dec 07 15:54:42 +0000 2014,RubyRoseSamson,1424780358,en,121.009797,14.618816,Hi ! \m/ #Hello #walangpasok #KeepSafe,https://twitter.com/RubyRoseSamson/status/541621834353893377,Not Informative,Philippines
'541622379814744064',Sun Dec 07 15:56:52 +0000 2014,GegePatootieee,361756829,en,121.152683,14.587461,"""@ABSCBNNews: PAGASA says strongest effect of #RubyPH will be felt in Metro Manila between 8 - 10 p.m. tomorrow, Monday""",https://twitter.com/GegePatootieee/status/541622379814744064,Other Relevant Information,Philippines
'541624451809300481',Sun Dec 07 16:05:06 +0000 2014,tinamgonzalez,14410675,en,121.020096,14.540965,ÛÏ@rapplerdotcom: #RubyPH: Heavy to intense rains expected in Metro Manila.Û Stay Safe,https://twitter.com/tinamgonzalez/status/541624451809300481,Not Informative,Philippines
'541626484809416705',Sun Dec 07 16:13:11 +0000 2014,andiefarley,1868232374,en,-111.864063,40.875299,"If anyone needs something to fast for, my brother is being hit with a super-typhoon right now in the Philippines",https://twitter.com/andiefarley/status/541626484809416705,Not Informative,Philippines
'541627658597969920',Sun Dec 07 16:17:51 +0000 2014,cjperadilla,910322286,en,121.245601,14.1693,Seriously freaking out about Storm signal no. 3 in Laguna &amp; Batangas. Already that strong and it's not even here yet. Stay safe. #RubyPH,https://twitter.com/cjperadilla/status/541627658597969920,Not Informative,Philippines
'541629946871808002',Sun Dec 07 16:26:56 +0000 2014,jcbodoso24,1595390418,en,121.044906,14.556543,"It's good,Hagupit did not stand by its name here in http://t.co/E7jN8drXbp spare the entire country from catastrophe.",https://twitter.com/jcbodoso24/status/541629946871808002,Not Informative,Philippines
'541631000061562880',Sun Dec 07 16:31:08 +0000 2014,clarizesilang,447665504,en,121.320374,14.067738,All together we pray #PrayForThePhilippines __F__F__F http://t.co/pDGYvDFLTp,https://twitter.com/clarizesilang/status/541631000061562880,Not Informative,Philippines
'541635918973513728',Sun Dec 07 16:50:40 +0000 2014,stibencruz,100449825,en,120.948537,14.329228,expect heavy rainfall and strongs winds around 11am-2pm tomorrow in Cavite and Manila area. Good night! #RubyPH http://t.co/Uo3zSSkKDO,https://twitter.com/stibencruz/status/541635918973513728,Not Informative,Philippines
'541638316588666880',Sun Dec 07 17:00:12 +0000 2014,KellyDiwa,2152817184,en,120.876972,14.431494,Stay safe Philippines.  #Rubyph.,https://twitter.com/KellyDiwa/status/541638316588666880,Not Informative,Philippines
'541640000019136512',Sun Dec 07 17:06:53 +0000 2014,jed_oyangoren,165643964,en,123.896226,10.31037,THANKSGIVING PARTY. #RubyPH was so kind to Cebuanos. THANK YOU! @ Y.O.U. Bar http://t.co/PMtJsQ69W9,https://twitter.com/jed_oyangoren/status/541640000019136512,Not Informative,Philippines
'541643504032563200',Sun Dec 07 17:20:49 +0000 2014,micmurillo18,213641657,en,120.996294,14.560376,#RubyPH update http://t.co/GanYDK7LzY,https://twitter.com/micmurillo18/status/541643504032563200,Other Relevant Information,Philippines
'541646123283120129',Sun Dec 07 17:31:13 +0000 2014,rosablusa,1668259483,en,120.976818,14.591143,Keep safe everyone. Cause #RubyPH,https://twitter.com/rosablusa/status/541646123283120129,Not Informative,Philippines
'541646267802071040',Sun Dec 07 17:31:48 +0000 2014,gpph,17534649,en,121.049436,14.638929,Stand for #ClimateJustice! Hold #BigPolluters accountable for climate crisis http://t.co/u7Nt8lRPke #cop20 #Hagupit http://t.co/NmRBbXioLT,https://twitter.com/gpph/status/541646267802071040,Not Informative,Philippines
'541647926486126593',Sun Dec 07 17:38:23 +0000 2014,alecaweb,514897194,en,-88.81058,42.245243,ÛÏ@3DOTNEWS: #Typhoon #Hagupit sweeps across #Philippines Û¢ #Weather #Storm Û¢ http://t.co/HuH8UeJAOu Ð¼ http://t.co/KCFFHoszMuÛ i was there,https://twitter.com/alecaweb/status/541647926486126593,Not Informative,Philippines
'541648853473046528',Sun Dec 07 17:42:04 +0000 2014,EiaSendrijas,34554256,en,123.888292,10.301662,Just because you can't feel it doesn't mean it's not there. Stay safe everyone __F #RubyPH,https://twitter.com/EiaSendrijas/status/541648853473046528,Not Informative,Philippines
'541650312147132416',Sun Dec 07 17:47:52 +0000 2014,realPIAzimb,393210581,en,121.342095,14.029155,Dont forget to pray__F__F Keep safe everyone #RubyPH,https://twitter.com/realPIAzimb/status/541650312147132416,Not Informative,Philippines
'541650650573307904',Sun Dec 07 17:49:13 +0000 2014,inday_joy,2371373252,en,121.01835,14.606092,"#PrayforthePhilippines #keepsafe #pagpalainkaPilipinas @ Quezon City,Philippines http://t.co/qdXbry7rBl",https://twitter.com/inday_joy/status/541650650573307904,Not Informative,Philippines
'541651401344954370',Sun Dec 07 17:52:12 +0000 2014,BicbicRodriguez,624538964,en,120.975771,14.61642,Keep safe everyone.  Lets pray for philippines __F__F__F_ãD_ãD_ãD hope everyone are okey __F__F god help us !! __F__F,https://twitter.com/BicbicRodriguez/status/541651401344954370,Not Informative,Philippines
'541652499649015808',Sun Dec 07 17:56:33 +0000 2014,RageNiikura,61955390,en,121.018577,14.430488,Grateful to have seen this sunset. Praying for those affected by #RubyPH / #Hagupit. @ Imladris http://t.co/PqE1joFnYX,https://twitter.com/RageNiikura/status/541652499649015808,Not Informative,Philippines
'541653572350263296',Sun Dec 07 18:00:49 +0000 2014,blackbatchoco,73681953,en,121.052973,14.752411,IT'S HERE! #RubyPH ÷_Á÷Ó÷Ó÷Ó,https://twitter.com/blackbatchoco/status/541653572350263296,Not Informative,Philippines
'541659944354070528',Sun Dec 07 18:26:08 +0000 2014,DorvalTony,264265349,en,-75.88483,45.320952,http://t.co/R8BzHoVChO #Canada aid to #Philippines,https://twitter.com/DorvalTony/status/541659944354070528,Other Relevant Information,Philippines
'541660220833816576',Sun Dec 07 18:27:14 +0000 2014,cjperadilla,910322286,en,121.245598,14.169303,Starting to rain in Elbi. #RubyPH,https://twitter.com/cjperadilla/status/541660220833816576,Not Informative,Philippines
'541662632650895360',Sun Dec 07 18:36:49 +0000 2014,Zoe_KNxx,2906653885,en,120.928313,14.418705,Current song lyric emotion: the wind is howling like this swirling storm inside...   KEEP SAFE! #RubyPH,https://twitter.com/Zoe_KNxx/status/541662632650895360,Not Informative,Philippines
'541664350990127105',Sun Dec 07 18:43:39 +0000 2014,SSJ3jhay,76293019,en,121.062653,14.558145,Good MorNight! Almost 3 am n pla _Ê2 haha! Hays! Mkpg-LoL p sna bgo dmtng c #RubyPH _ÁE chat and tweet u later dudes _Ê1__F,https://twitter.com/SSJ3jhay/status/541664350990127105,Not Informative,Philippines
'541667670207115264',Sun Dec 07 18:56:50 +0000 2014,ENGRJao,170729630,en,121.24327,14.168242,It's starting to rain in Los BaÌ±os now. This is it #RubyPH #Hagupit,https://twitter.com/ENGRJao/status/541667670207115264,Not Informative,Philippines
'541670797614407680',Sun Dec 07 19:09:16 +0000 2014,carltrono_,1335895418,en,120.99969,14.585119,it's already midnight! And typhoOK n RUBY is racking our HOUSE! #PrayForThePhilippines  #TyphoonRuby,https://twitter.com/carltrono_/status/541670797614407680,Not Informative,Philippines
'541673594174984192',Sun Dec 07 19:20:23 +0000 2014,jasminesophia19,1555424353,en,123.217769,13.618867,#RubyPH when will you end? _¢7_¢4_¢7_¢4_¢7_¢4_¢7,https://twitter.com/jasminesophia19/status/541673594174984192,Not Informative,Philippines
'541689134356897792',Sun Dec 07 20:22:08 +0000 2014,GiovannaAimone,2873775112,en,-73.745768,45.610278,@MaamDelaCruz that should help the Philippines.,https://twitter.com/GiovannaAimone/status/541689134356897792,Not Informative,Philippines
'541690642712121345',Sun Dec 07 20:28:08 +0000 2014,apple_anj90,145177574,en,123.869495,10.29581,Ruby abi nako nkmove on nka from cebu? Ahw. Why pour it so heavy here? Move on kana please. #RubyPH #cebu #morning,https://twitter.com/apple_anj90/status/541690642712121345,Not Informative,Philippines
'541696758175133696',Sun Dec 07 20:52:26 +0000 2014,IamMayChelle,62132446,en,123.884378,10.335353,"Heavy rain, #Ceu!  #RubyPH #RubyUpdates!",https://twitter.com/IamMayChelle/status/541696758175133696,Not Informative,Philippines
'541697713956323328',Sun Dec 07 20:56:13 +0000 2014,micmurillo18,213641657,en,120.996383,14.560425,Tuloy ba Dent Board Exam today? PRC updte @gmanews @rapplerdotcom @ANCALERTS @ABSCBNNews #RubyPH #WalangPasok @kuyakim_atienza,https://twitter.com/micmurillo18/status/541697713956323328,Not Informative,Philippines
'541703255441416192',Sun Dec 07 21:18:15 +0000 2014,xianjohn,51447028,en,55.305668,25.245881,Keepsafe! #PrayForThePhilippines #RubyPH,https://twitter.com/xianjohn/status/541703255441416192,Not Informative,Philippines
'541706278343413760',Sun Dec 07 21:30:15 +0000 2014,MaynardLalo,6462312,en,121.15261,14.07919,"Hagupit Ruby's haiku  From a slow murmur  Non-existent yesterday  Rains fall, Mary's Day.",https://twitter.com/MaynardLalo/status/541706278343413760,Not Informative,Philippines
'541712659201019904',Sun Dec 07 21:55:37 +0000 2014,BatoYesfmManila,342548409,en,120.948984,14.42514,PNP Hotlines all over the country for emergency. #RubyPH #Hagupit #storm #pnp http://t.co/JN1vP8UDYj,https://twitter.com/BatoYesfmManila/status/541712659201019904,Other Relevant Information,Philippines
'541713011719667712',Sun Dec 07 21:57:01 +0000 2014,shirleysls,25061348,en,121.020401,14.635286,I wonder if our office will declare suspension of work today #RubyPH ÷ü÷Óü,https://twitter.com/shirleysls/status/541713011719667712,Not Informative,Philippines
'541718902317645825',Sun Dec 07 22:20:25 +0000 2014,insafmalaysia,57234118,en,101.738339,3.200152,"""@Oxfam: Good news: #Philippines Govt's massive pre-emptive evacuation has saved many lives http://t.co/JAo7ABYxhN #Hagupit",https://twitter.com/insafmalaysia/status/541718902317645825,Other Relevant Information,Philippines
'541720661391994880',Sun Dec 07 22:27:25 +0000 2014,micheego,341711833,en,121.124413,14.59693,strong winds but no rain yet... #RubyPH #rizal,https://twitter.com/micheego/status/541720661391994880,Not Informative,Philippines
'541722319019069440',Sun Dec 07 22:34:00 +0000 2014,brat9girl,57329923,en,121.122006,14.63629,@Nashgrier im from the philippines and your follow could give the slightest hope to me rn. we are faced with a super typhoon atm.,https://twitter.com/brat9girl/status/541722319019069440,Not Informative,Philippines
'541722815783661568',Sun Dec 07 22:35:58 +0000 2014,rhoseann143,186420380,en,121.177196,13.959163,"Feast of Immaculate Concepcion, Mama Mary please pray for us. #RubyPH",https://twitter.com/rhoseann143/status/541722815783661568,Not Informative,Philippines
'541723617512263680',Sun Dec 07 22:39:09 +0000 2014,itsJayBrylle,283865197,en,123.890171,10.3159,Hello Mr. Sun! Please leave the cold breeze alone. You can just watch over us. #RubyPH,https://twitter.com/itsJayBrylle/status/541723617512263680,Not Informative,Philippines
'541724870875570176',Sun Dec 07 22:44:08 +0000 2014,TanjaLintz,241012513,en,-71.388458,42.29846,Godbless Philippines. __F #RubyPH,https://twitter.com/TanjaLintz/status/541724870875570176,Not Informative,Philippines
'541725576340324352',Sun Dec 07 22:46:56 +0000 2014,NikaPosadas,2297354000,en,120.716129,15.140154,"""@VMiguelPHL: Keep safe everyone! Don't forget to pray! __F #RubyPH"" keepsafe handsome boy!",https://twitter.com/NikaPosadas/status/541725576340324352,Not Informative,Philippines
'541725724126625792',Sun Dec 07 22:47:32 +0000 2014,brat9girl,57329923,en,121.122004,14.636283,@Nashgrier im from the philippines and your follow could give the slightest hope to me rn. we are faced with a super typhoon atm. 4252,https://twitter.com/brat9girl/status/541725724126625792,Not Informative,Philippines
'541726715068706817',Sun Dec 07 22:51:28 +0000 2014,HarvEynaTicx,215556092,en,122.024489,13.478079,"OMG #RubyPH is almost here. Strong winds and heavy rains, still on going. #KeepSafe",https://twitter.com/HarvEynaTicx/status/541726715068706817,Not Informative,Philippines
'541727669717839872',Sun Dec 07 22:55:15 +0000 2014,TheKhaleesiDree,71720400,en,122.305706,11.48522,"Good morning. Good bye #RubyPH! Thank you, Immaculate Conception. Happy Feast day! _ÊA÷Û @ MoraÌ±a'sÛ_ http://t.co/k09yR5mZsC",https://twitter.com/TheKhaleesiDree/status/541727669717839872,Not Informative,Philippines
'541730750358245376',Sun Dec 07 23:07:30 +0000 2014,jaysonfamodulan,1186920558,en,121.063169,13.757999,Safe na safe ang #Batangas #RubyPH,https://twitter.com/jaysonfamodulan/status/541730750358245376,Not Informative,Philippines
'541734070468616194',Sun Dec 07 23:20:41 +0000 2014,Joanbisyosaaa,554020997,en,121.002115,14.512075,Cold morning! Keep safe #RubyPH __F__F÷ü,https://twitter.com/Joanbisyosaaa/status/541734070468616194,Not Informative,Philippines
'541738662195503106',Sun Dec 07 23:38:56 +0000 2014,thefiercehoney,428412553,en,121.015336,14.637811,Watching #cn #tomandjerry #rubyph #mackenzie @ Frisco Del Monte Qc http://t.co/NCwborNYpv,https://twitter.com/thefiercehoney/status/541738662195503106,Not Informative,Philippines
'541739291563401217',Sun Dec 07 23:41:26 +0000 2014,deniecesieeh,93619466,en,120.975544,14.693271,I'd rather stay at home and packed my things up than risking myself going to the ofis. Stay safe everyone. Goodmorning!!! #RubyPH,https://twitter.com/deniecesieeh/status/541739291563401217,Not Informative,Philippines
'541741893210476544',Sun Dec 07 23:51:47 +0000 2014,SMBarrameda,514240118,en,123.733595,13.158012,"No van trips from Naga City to Daraga, Albay due to flood in Baao, Camarines Sur #RubyPH @InquirerSLB",https://twitter.com/SMBarrameda/status/541741893210476544,Not Informative,Philippines
'541742257519329281',Sun Dec 07 23:53:13 +0000 2014,issaygarcia,610397816,en,121.119219,14.619421,#RubyPH definitely brought the Christmas weather at our place #ChristmasFeels  ã_ü4_ü1,https://twitter.com/issaygarcia/status/541742257519329281,Not Informative,Philippines
'541742696516161536',Sun Dec 07 23:54:58 +0000 2014,Deniseciouss,303608158,en,120.934841,14.4144,Keep safe guys #RubyPH,https://twitter.com/Deniseciouss/status/541742696516161536,Not Informative,Philippines
'541745084174446594',Mon Dec 08 00:04:27 +0000 2014,mikeladeras17,620225051,en,121.063349,14.586574,Can't believe I drove to office in just 30mins! Sana ganito kabilis everyday! Keep safe everyone! #RubyPH #HCPH... https://t.co/xwkibQAyOK,https://twitter.com/mikeladeras17/status/541745084174446594,Not Informative,Philippines
'541746599802576896',Mon Dec 08 00:10:29 +0000 2014,tabaching_,92664584,en,121.04571,14.562415,Keep safe __F #RubyPH,https://twitter.com/tabaching_/status/541746599802576896,Not Informative,Philippines
'541746842589876224',Mon Dec 08 00:11:27 +0000 2014,yoMARCO_,286956303,en,-95.258981,29.61497,ÛÏ@WNTonight: The typhoon in the Philippines has turned deadly. @hamishNews is there for us #WorldNewsTonightÛ  :(,https://twitter.com/yoMARCO_/status/541746842589876224,Not Informative,Philippines
'541747226851041281',Mon Dec 08 00:12:58 +0000 2014,queroph,133870366,en,122.068583,6.912093,While everyone talks about #hagupit people of #Sumariki hasnt been returned to their ancestral domain @mussol22 @Joeltaborasj @pechimenada,https://twitter.com/queroph/status/541747226851041281,Not Informative,Philippines
'541747900620242944',Mon Dec 08 00:15:39 +0000 2014,rbleano,113018153,en,121.071463,14.575153,Trimmed branches off the avocado tree just in preparation for #RubyPH #Hagupit. Keep safe and dry dearÛ_ http://t.co/TfGEPKgIGo,https://twitter.com/rbleano/status/541747900620242944,Not Informative,Philippines
'541748659616886784',Mon Dec 08 00:18:40 +0000 2014,nhojnala,95867772,en,121.02313,14.558175,From 7:30-8 while traversing EDSA. #RubyPH http://t.co/Ib0YgMwZTx,https://twitter.com/nhojnala/status/541748659616886784,Not Informative,Philippines
'541749597907853313',Mon Dec 08 00:22:24 +0000 2014,itsjojojhonas,375453828,en,121.235696,14.180388,ANNOUNCEMENT FROM PAGASA: SUPER TYPHOON #RubyPH WILL BE AS STRONG AS MY FEELINGS FOR U. KINGINA MO YOU ARE ADVISED TO FEEL THE SAME WAY TOO.,https://twitter.com/itsjojojhonas/status/541749597907853313,Not Informative,Philippines
'541750536718917633',Mon Dec 08 00:26:07 +0000 2014,itskathbrnrdo,1892220432,en,120.927871,14.425163,What?! Signal #3? Omggg. Please keep safe my fellow CaviteÌ±os! Pray! Pray! Pray! #RubyPH,https://twitter.com/itskathbrnrdo/status/541750536718917633,Not Informative,Philippines
'541752357588324352',Mon Dec 08 00:33:21 +0000 2014,BalutManila,356203633,en,120.987388,14.552269,Twilight breaking dawn to run... Today is a good day to run. Manila weather @ 6AM with #RubyPH threatÛ_ http://t.co/C015NAfe6E,https://twitter.com/BalutManila/status/541752357588324352,Not Informative,Philippines
'541753205822988288',Mon Dec 08 00:36:44 +0000 2014,lizzyvange,59087943,en,121.930115,11.956958,@suzanneshine thank you so much  for your concern. #hagupit is rummagimg another province now which is Bicol and mindoro.,https://twitter.com/lizzyvange/status/541753205822988288,Not Informative,Philippines
'541753978602549249',Mon Dec 08 00:39:48 +0000 2014,TheMozzAbides,41736263,en,121.053012,14.378378,"#RubyPH hope I don't come off as insensitive, but it is the colonial mentality in our culture that (cont) http://t.co/CkujZHF58h",https://twitter.com/TheMozzAbides/status/541753978602549249,Not Informative,Philippines
'541754331859390464',Mon Dec 08 00:41:12 +0000 2014,cheerupbhemzky,59688325,en,121.070475,14.567021,immortal mode:on #TyphoonHagupit #buhayempleyado,https://twitter.com/cheerupbhemzky/status/541754331859390464,Not Informative,Philippines
'541755535695949825',Mon Dec 08 00:45:59 +0000 2014,chorizosolomon,51963604,en,121.014314,14.567087,It's the calm before the storm.. _¡1 #DeafeningSilence #StaySafePH #RubyPH #Hagupit,https://twitter.com/chorizosolomon/status/541755535695949825,Not Informative,Philippines
'541756177298624512',Mon Dec 08 00:48:32 +0000 2014,Jmkk19,2253333978,en,121.031736,14.450881,"Just brace yourself, keepsafe and PRAY. #RubyPH",https://twitter.com/Jmkk19/status/541756177298624512,Not Informative,Philippines
'541759101860990976',Mon Dec 08 01:00:09 +0000 2014,alvareztin_,2700889322,en,121.100641,14.322468,I'm still updated w/o watching news about #RubyPH Is that because of #HGST 's update tru sms. Thankyou! GODBLESS. Keep Safe.,https://twitter.com/alvareztin_/status/541759101860990976,Not Informative,Philippines
'541760736389636096',Mon Dec 08 01:06:39 +0000 2014,K7bobeu,2732194960,en,-123.076866,44.009022,#Philippines ppl are suffering #TyphoonHagupit #TyphoonRuby B4 dig out from last one! These are gracious ppl with gentle souls. _ª8$ if U can!,https://twitter.com/K7bobeu/status/541760736389636096,Not Informative,Philippines
'541761428521496578',Mon Dec 08 01:09:24 +0000 2014,BenThinActs,494041273,en,121.052711,14.619254,"Bracing the cold weather, everyone are on their jackets. #RubyPh  #Hagupit @ Araneta Center http://t.co/H2p8SQkPYT",https://twitter.com/BenThinActs/status/541761428521496578,Not Informative,Philippines
'541770474200395777',Mon Dec 08 01:45:21 +0000 2014,GordonWillcock,2920421191,en,123.899494,10.320451,Cebu City is still experiencing some gusty winds and rain but OK after #TyphoonHagupit. #RubyPH #TyphoonRuby #directrelief,https://twitter.com/GordonWillcock/status/541770474200395777,Not Informative,Philippines
'541773529474019328',Mon Dec 08 01:57:29 +0000 2014,redarmy91,222386091,en,121.039436,14.485026,Rains getting stronger by the minute from where I am #RubyPH,https://twitter.com/redarmy91/status/541773529474019328,Not Informative,Philippines
'541786391626010624',Mon Dec 08 02:48:36 +0000 2014,velosterpilot,468859057,en,-98.422799,29.633241,@dyanhope I know the Philippines well. Please be safe. I hear on news here this typhoon not as powerful as last year. Hope that is true.,https://twitter.com/velosterpilot/status/541786391626010624,Not Informative,Philippines
'541786406121504768',Mon Dec 08 02:48:39 +0000 2014,heyzel1015,182250531,en,122.297245,7.3778,Be Safe everyone. #PrayForThePhilippines,https://twitter.com/heyzel1015/status/541786406121504768,Not Informative,Philippines
'541788478292230144',Mon Dec 08 02:56:53 +0000 2014,heyzel1015,182250531,en,122.297245,7.3778,Be safe everyone. å© #PrayForThePhilippines http://t.co/RUb0wul1qw,https://twitter.com/heyzel1015/status/541788478292230144,Not Informative,Philippines
'541790723503181825',Mon Dec 08 03:05:49 +0000 2014,Catheyless,163334314,en,123.914466,10.308739,Thank you Lord for your divine protection agains typhoon #RubyPH. Prayer really works!,https://twitter.com/Catheyless/status/541790723503181825,Not Informative,Philippines
'541791235728359425',Mon Dec 08 03:07:51 +0000 2014,Aidlabs,134525908,en,77.232517,28.55223,@APScoggins _ÊA_ÊA I wish you all the best for the response #hagupit,https://twitter.com/Aidlabs/status/541791235728359425,Not Informative,Philippines
'541793623105220610',Mon Dec 08 03:17:20 +0000 2014,AkohsiCamz,278883997,en,120.945675,14.674519,I like how NDRRMC Usec answer the media! #ndrrmc #rubyph,https://twitter.com/AkohsiCamz/status/541793623105220610,Not Informative,Philippines
'541794883980115969',Mon Dec 08 03:22:21 +0000 2014,AkoSiMangAndoy,79515137,en,120.996295,14.6305,What to do today? Lazy monday  #walangpasok __C__E,https://twitter.com/AkoSiMangAndoy/status/541794883980115969,Not Informative,Philippines
'541797623825698816',Mon Dec 08 03:33:14 +0000 2014,danseco,36972967,en,121.038614,14.643746,"...will attend #sinagtala shortfilm festival awards night in munoz, #nueva ecija. hope #rubyph will not follow... https://t.co/u9XPLeBMIF",https://twitter.com/danseco/status/541797623825698816,Not Informative,Philippines
'541798885966876673',Mon Dec 08 03:38:15 +0000 2014,i_am_tatin,208021211,en,123.840453,10.274021,#Storm mistress of the elements!!  #RubyPh inspired me to make this. Hope everyone is ok.  #artwork   _ÁC_Áü÷ü÷Óü_Ê1 http://t.co/1CNsMZ0e0g,https://twitter.com/i_am_tatin/status/541798885966876673,Not Informative,Philippines
'541798905927573504',Mon Dec 08 03:38:19 +0000 2014,miamnznx,545039937,en,121.051085,14.62742,"""@BobOngWords: God is with us. Let's pray for everyone's safety. __F #RubyPH #Hagupit http://t.co/xYaAKgSXM4""",https://twitter.com/miamnznx/status/541798905927573504,Not Informative,Philippines
'541802577680035841',Mon Dec 08 03:52:55 +0000 2014,naFRANZoned,53715607,en,120.977357,14.422982,UFO sighting amidst#RubyPH. Creepy af #Hagupit,https://twitter.com/naFRANZoned/status/541802577680035841,Not Informative,Philippines
'541805147920138241',Mon Dec 08 04:03:08 +0000 2014,markbiana,234309430,en,121.028631,14.445184,what typhoon? #stormride #wetride #hagupit #ruby #fixie #fixedgearbikes #cantstop #starbucks #coffeeÛ_ http://t.co/0UgrTNsCVq,https://twitter.com/markbiana/status/541805147920138241,Not Informative,Philippines
'541805459967967233',Mon Dec 08 04:04:22 +0000 2014,desireeaaann,1039813705,en,121.131554,14.730638,It's raining again. Keep safe everyone÷¼ #RubyPH,https://twitter.com/desireeaaann/status/541805459967967233,Not Informative,Philippines
'541812196087328768',Mon Dec 08 04:31:08 +0000 2014,blairosnz,1051646443,en,121.40894,14.248822,"@PhilipDuncan TS #Hagupit may not be a typhoon now, but it's unloading some rain here for sure, is due to pass about 20NM S of here at 8pm",https://twitter.com/blairosnz/status/541812196087328768,Other Relevant Information,Philippines
'541812868027781120',Mon Dec 08 04:33:48 +0000 2014,charievilla,17770953,en,121.035873,14.504943,"#Repost @gma with repostapp.¡ÄÈÄÈÄÈ¡Via ABC's Hamish Macdonald: ""Digging themselves out: #TyphoonHagupitÛ_ http://t.co/ZnVPhfoMOt",https://twitter.com/charievilla/status/541812868027781120,Other Relevant Information,Philippines
'541813170965594112',Mon Dec 08 04:35:01 +0000 2014,PamelaMarrache,16794982,en,-88.450494,44.212715,"Typhoon-Hammered Philippines in ""Fight for Our Survival"" http://t.co/KHrT85KeP4 (via @EsotericSavage)",https://twitter.com/PamelaMarrache/status/541813170965594112,Not Informative,Philippines
'541813610335313921',Mon Dec 08 04:36:45 +0000 2014,andreaadelro,250903431,en,121.07458,14.644353,"I know it's weird that I'm complaining cos I usually am happy when classes get suspended but man, y u gotta be so rude, Ruby? :-( #RubyPH",https://twitter.com/andreaadelro/status/541813610335313921,Not Informative,Philippines
'541814609645031424',Mon Dec 08 04:40:44 +0000 2014,KARZdashian,60576840,en,121.003232,14.722073,Lunch is served #RubyPh! Tara?   #monday #brunch #foodporn #typhoon @ Cuidad Grande Village BagbaguinÛ_ http://t.co/HIqAVpJTcw,https://twitter.com/KARZdashian/status/541814609645031424,Not Informative,Philippines
'541817978560319488',Mon Dec 08 04:54:07 +0000 2014,itsnaughtylie,2355980186,en,121.092972,14.631401,here we go with the rain tweets #RubyPH,https://twitter.com/itsnaughtylie/status/541817978560319488,Not Informative,Philippines
'541821201614508033',Mon Dec 08 05:06:55 +0000 2014,mariyuhcamilla,2373412226,en,125.624362,7.093911,"Lord God, bless the Philippines and its people. Protect us with your guidance and love. __F #RubyPH #Hagupit http://t.co/e1wf9cQVhK",https://twitter.com/mariyuhcamilla/status/541821201614508033,Not Informative,Philippines
'541826910792081409',Mon Dec 08 05:29:36 +0000 2014,ecgatchie,56751972,en,121.056491,14.362915,"Because of Hagupit Typhoon my planned today was ruin!.... Waaahhhh! please typhoon, typhoon GoÛ_ http://t.co/3Sg46cLAER",https://twitter.com/ecgatchie/status/541826910792081409,Not Informative,Philippines
'541828343008460801',Mon Dec 08 05:35:18 +0000 2014,lainie096,414960453,en,-118.262957,34.110103,"Trying 2 get some work done,but my thoughts continuously wander 2 my home country.Hope #Hagupit leaves the Philippines with minimal casualty",https://twitter.com/lainie096/status/541828343008460801,Not Informative,Philippines
